model,task_id,rollout_id,step,group_id,candidate_id,domain,invalid_outputs,invalid_provenance,rollout_invalid_outputs,stage,group_position,gold_count,unique_gold_A,completion_length,raw_n,grounded_n,coverage,s_cot,s_explore,dsr_branch,primary_reward,closed,raw_invalid_text
dsr,dsr:97:1:2,97,192,46cffa95d4666375cef8cf1e1cc9f23fd14cdacb44ddcaec414fc716d1f67ff2,2,living,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
dsr,dsr:97:1:3,97,192,46cffa95d4666375cef8cf1e1cc9f23fd14cdacb44ddcaec414fc716d1f67ff2,3,living,,unavailable:not_persisted_per_task,0,150-200,1,2,1,,,,,,,,,,
dsr,dsr:97:2:0,97,192,4c1e5e1af4579acea16bccde01348c97c8c5d0a39f0b396b22c1cbb1c9663386,0,prod,,unavailable:not_persisted_per_task,0,150-200,2,3,1,,,,,,,,,,
dsr,dsr:97:2:1,97,192,4c1e5e1af4579acea16bccde01348c97c8c5d0a39f0b396b22c1cbb1c9663386,1,prod,,unavailable:not_persisted_per_task,0,150-200,2,3,1,,,,,,,,,,
dsr,dsr:97:2:2,97,192,4c1e5e1af4579acea16bccde01348c97c8c5d0a39f0b396b22c1cbb1c9663386,2,prod,,unavailable:not_persisted_per_task,0,150-200,2,3,1,,,,,,,,,,
dsr,dsr:97:2:3,97,192,4c1e5e1af4579acea16bccde01348c97c8c5d0a39f0b396b22c1cbb1c9663386,3,prod,,unavailable:not_persisted_per_task,0,150-200,2,3,1,,,,,,,,,,
dsr,dsr:97:3:0,97,192,6a3aa2c8c35a2221423c4e7cd1ee06f53237251b80e538151165a7f3a8de9f35,0,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,1,,,,,,,,,,
dsr,dsr:97:3:1,97,192,6a3aa2c8c35a2221423c4e7cd1ee06f53237251b80e538151165a7f3a8de9f35,1,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,1,,,,,,,,,,
dsr,dsr:97:3:2,97,192,6a3aa2c8c35a2221423c4e7cd1ee06f53237251b80e538151165a7f3a8de9f35,2,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,1,,,,,,,,,,
dsr,dsr:97:3:3,97,192,6a3aa2c8c35a2221423c4e7cd1ee06f53237251b80e538151165a7f3a8de9f35,3,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,1,,,,,,,,,,
dsr,dsr:98:0:0,98,194,b190ca45928880ffbaf5abbe3dda7b1ab3465fa7bc3177b1a5cb93c71d491e9f,0,ad,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,3,3,1.0,1.0,0.6963455357739472,,,,
dsr,dsr:98:0:1,98,194,b190ca45928880ffbaf5abbe3dda7b1ab3465fa7bc3177b1a5cb93c71d491e9f,1,ad,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,4,4,1.0,1.0,0.7038495125921614,,,,
dsr,dsr:98:0:2,98,194,b190ca45928880ffbaf5abbe3dda7b1ab3465fa7bc3177b1a5cb93c71d491e9f,2,ad,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:98:0:3,98,194,b190ca45928880ffbaf5abbe3dda7b1ab3465fa7bc3177b1a5cb93c71d491e9f,3,ad,,unavailable:not_persisted_per_task,0,150-200,0,2,2,,,,,,,,,,
dsr,dsr:98:1:0,98,194,fec61e1bdf75915d7f8aa2c188114fbab95e103164c14437238d6ae5810c0e5c,0,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:98:1:1,98,194,fec61e1bdf75915d7f8aa2c188114fbab95e103164c14437238d6ae5810c0e5c,1,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:98:1:2,98,194,fec61e1bdf75915d7f8aa2c188114fbab95e103164c14437238d6ae5810c0e5c,2,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:98:1:3,98,194,fec61e1bdf75915d7f8aa2c188114fbab95e103164c14437238d6ae5810c0e5c,3,ad,,unavailable:not_persisted_per_task,0,150-200,1,2,2,,,,,,,,,,
dsr,dsr:98:2:0,98,194,fa3e0a9da81f1fe9f2b754f64a6bbc67cfdf34ed2e85697a61a4a470ae201532,0,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:98:2:1,98,194,fa3e0a9da81f1fe9f2b754f64a6bbc67cfdf34ed2e85697a61a4a470ae201532,1,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:98:2:2,98,194,fa3e0a9da81f1fe9f2b754f64a6bbc67cfdf34ed2e85697a61a4a470ae201532,2,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:98:2:3,98,194,fa3e0a9da81f1fe9f2b754f64a6bbc67cfdf34ed2e85697a61a4a470ae201532,3,ad,,unavailable:not_persisted_per_task,0,150-200,2,2,1,,,,,,,,,,
dsr,dsr:98:3:0,98,194,89bffa3d15cb79ddde499c84c445f9d53e6c54d94267b88d41a571c5b9b829d0,0,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
dsr,dsr:98:3:1,98,194,89bffa3d15cb79ddde499c84c445f9d53e6c54d94267b88d41a571c5b9b829d0,1,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
dsr,dsr:98:3:2,98,194,89bffa3d15cb79ddde499c84c445f9d53e6c54d94267b88d41a571c5b9b829d0,2,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
dsr,dsr:98:3:3,98,194,89bffa3d15cb79ddde499c84c445f9d53e6c54d94267b88d41a571c5b9b829d0,3,prod,,unavailable:not_persisted_per_task,0,150-200,3,2,2,,,,,,,,,,
baseline,baseline:1:0:0,1,0,0d3b5e5ef4df6c333ca9f556c22b3e9e9f43c4995baed7a833977eedfb537a84,0,living,,unavailable:not_persisted_per_task,0,0-50,0,2,1,,,,,,,,,,
baseline,baseline:1:0:1,1,0,0d3b5e5ef4df6c333ca9f556c22b3e9e9f43c4995baed7a833977eedfb537a84,1,living,,unavailable:not_persisted_per_task,0,0-50,0,2,1,,,,,,,,,,
baseline,baseline:1:0:2,1,0,0d3b5e5ef4df6c333ca9f556c22b3e9e9f43c4995baed7a833977eedfb537a84,2,living,,unavailable:not_persisted_per_task,0,0-50,0,2,1,,,,,,,,,,
baseline,baseline:1:0:3,1,0,0d3b5e5ef4df6c333ca9f556c22b3e9e9f43c4995baed7a833977eedfb537a84,3,living,,unavailable:not_persisted_per_task,0,0-50,0,2,1,,,,,,,,,,
baseline,baseline:1:1:0,1,0,5312b41c5a6b8ac1fdbe5a0211cbfaf002533367a177c86d9595bbab0ca19090,0,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:1:1:1,1,0,5312b41c5a6b8ac1fdbe5a0211cbfaf002533367a177c86d9595bbab0ca19090,1,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:1:1:2,1,0,5312b41c5a6b8ac1fdbe5a0211cbfaf002533367a177c86d9595bbab0ca19090,2,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:1:1:3,1,0,5312b41c5a6b8ac1fdbe5a0211cbfaf002533367a177c86d9595bbab0ca19090,3,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:1:2:0,1,0,5ea4740a4656ed1e8e8f7981641afed8ced421efcf5672a4502270b8ac043631,0,ad,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:1:2:1,1,0,5ea4740a4656ed1e8e8f7981641afed8ced421efcf5672a4502270b8ac043631,1,ad,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:1:2:2,1,0,5ea4740a4656ed1e8e8f7981641afed8ced421efcf5672a4502270b8ac043631,2,ad,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:1:2:3,1,0,5ea4740a4656ed1e8e8f7981641afed8ced421efcf5672a4502270b8ac043631,3,ad,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:1:3:0,1,0,dea6a49f8f2209c89897a1dfd297db748f89f0011487d3f0039c5e74adfbb201,0,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:1:3:1,1,0,dea6a49f8f2209c89897a1dfd297db748f89f0011487d3f0039c5e74adfbb201,1,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:1:3:2,1,0,dea6a49f8f2209c89897a1dfd297db748f89f0011487d3f0039c5e74adfbb201,2,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:1:3:3,1,0,dea6a49f8f2209c89897a1dfd297db748f89f0011487d3f0039c5e74adfbb201,3,ad,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:2:0:0,2,2,775d2c1d73b635f501a0f4bc9da6024002fecb009894b9d6fbdb1cb3fbd0ba72,0,ad,,unavailable:not_persisted_per_task,1,0-50,0,2,2,,,,,,,,,,
baseline,baseline:2:0:1,2,2,775d2c1d73b635f501a0f4bc9da6024002fecb009894b9d6fbdb1cb3fbd0ba72,1,ad,,unavailable:not_persisted_per_task,1,0-50,0,2,2,,,,,,,,,,
baseline,baseline:2:0:2,2,2,775d2c1d73b635f501a0f4bc9da6024002fecb009894b9d6fbdb1cb3fbd0ba72,2,ad,,unavailable:not_persisted_per_task,1,0-50,0,2,2,,,,,,,,,,
baseline,baseline:2:0:3,2,2,775d2c1d73b635f501a0f4bc9da6024002fecb009894b9d6fbdb1cb3fbd0ba72,3,ad,,unavailable:not_persisted_per_task,1,0-50,0,2,2,,,,,,,,,,
baseline,baseline:2:1:0,2,2,f2a93244b0b82a2194e1cd15375c3293287c9e6553ecd5f38e7f390b0062e7a8,0,video,,unavailable:not_persisted_per_task,1,0-50,1,18,16,,,,,,,,,,
baseline,baseline:2:1:1,2,2,f2a93244b0b82a2194e1cd15375c3293287c9e6553ecd5f38e7f390b0062e7a8,1,video,,unavailable:not_persisted_per_task,1,0-50,1,18,16,,,,,,,,,,
baseline,baseline:2:1:2,2,2,f2a93244b0b82a2194e1cd15375c3293287c9e6553ecd5f38e7f390b0062e7a8,2,video,,unavailable:not_persisted_per_task,1,0-50,1,18,16,,,,,,,,,,
baseline,baseline:2:1:3,2,2,f2a93244b0b82a2194e1cd15375c3293287c9e6553ecd5f38e7f390b0062e7a8,3,video,,unavailable:not_persisted_per_task,1,0-50,1,18,16,,,,,,,,,,
baseline,baseline:2:2:0,2,2,483d40bd8e6a7be759779bba6c1a58dca78f41a0a8d8cb365e1dd0eff5566142,0,ad,,unavailable:not_persisted_per_task,1,0-50,2,2,2,,,,,,,,,,
baseline,baseline:2:2:1,2,2,483d40bd8e6a7be759779bba6c1a58dca78f41a0a8d8cb365e1dd0eff5566142,1,ad,,unavailable:not_persisted_per_task,1,0-50,2,2,2,,,,,,,,,,
baseline,baseline:2:2:2,2,2,483d40bd8e6a7be759779bba6c1a58dca78f41a0a8d8cb365e1dd0eff5566142,2,ad,,unavailable:not_persisted_per_task,1,0-50,2,2,2,,,,,,,,,,
baseline,baseline:2:2:3,2,2,483d40bd8e6a7be759779bba6c1a58dca78f41a0a8d8cb365e1dd0eff5566142,3,ad,,unavailable:not_persisted_per_task,1,0-50,2,2,2,,,,,,,,,,
baseline,baseline:2:3:0,2,2,9886d50833d0057054a165cad6e78eaaa0438b716e4a53f2a1b84ee40a63e284,0,living,,unavailable:not_persisted_per_task,1,0-50,3,2,2,,,,,,,,,,
baseline,baseline:2:3:1,2,2,9886d50833d0057054a165cad6e78eaaa0438b716e4a53f2a1b84ee40a63e284,1,living,,unavailable:not_persisted_per_task,1,0-50,3,2,2,,,,,,,,,,
baseline,baseline:2:3:2,2,2,9886d50833d0057054a165cad6e78eaaa0438b716e4a53f2a1b84ee40a63e284,2,living,,unavailable:not_persisted_per_task,1,0-50,3,2,2,,,,,,,,,,
baseline,baseline:2:3:3,2,2,9886d50833d0057054a165cad6e78eaaa0438b716e4a53f2a1b84ee40a63e284,3,living,,unavailable:not_persisted_per_task,1,0-50,3,2,2,,,,,,,,,,
baseline,baseline:7:0:0,7,12,f1bd212b32ec1e0144a7f62712c6f16c08df99284c0dee310314e0d548bd432c,0,prod,,unavailable:not_persisted_per_task,0,0-50,0,3,2,,,,,,,,,,
baseline,baseline:7:0:1,7,12,f1bd212b32ec1e0144a7f62712c6f16c08df99284c0dee310314e0d548bd432c,1,prod,,unavailable:not_persisted_per_task,0,0-50,0,3,2,,,,,,,,,,
baseline,baseline:7:0:2,7,12,f1bd212b32ec1e0144a7f62712c6f16c08df99284c0dee310314e0d548bd432c,2,prod,,unavailable:not_persisted_per_task,0,0-50,0,3,2,,,,,,,,,,
baseline,baseline:7:0:3,7,12,f1bd212b32ec1e0144a7f62712c6f16c08df99284c0dee310314e0d548bd432c,3,prod,,unavailable:not_persisted_per_task,0,0-50,0,3,2,,,,,,,,,,
baseline,baseline:7:1:0,7,12,b8eb62be9fc57a8c9a163c248120894d01491270f47ada7c41e25af7f9374d7c,0,video,,unavailable:not_persisted_per_task,0,0-50,1,15,11,,,,,,,,,,
baseline,baseline:7:1:1,7,12,b8eb62be9fc57a8c9a163c248120894d01491270f47ada7c41e25af7f9374d7c,1,video,,unavailable:not_persisted_per_task,0,0-50,1,15,11,,,,,,,,,,
baseline,baseline:7:1:2,7,12,b8eb62be9fc57a8c9a163c248120894d01491270f47ada7c41e25af7f9374d7c,2,video,,unavailable:not_persisted_per_task,0,0-50,1,15,11,,,,,,,,,,
baseline,baseline:7:1:3,7,12,b8eb62be9fc57a8c9a163c248120894d01491270f47ada7c41e25af7f9374d7c,3,video,,unavailable:not_persisted_per_task,0,0-50,1,15,11,,,,,,,,,,
baseline,baseline:7:2:0,7,12,2f8b9238c59badc96cd439911c7c42afd62e8cefa539853df2d36a549228d2b3,0,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:7:2:1,7,12,2f8b9238c59badc96cd439911c7c42afd62e8cefa539853df2d36a549228d2b3,1,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:7:2:2,7,12,2f8b9238c59badc96cd439911c7c42afd62e8cefa539853df2d36a549228d2b3,2,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:7:2:3,7,12,2f8b9238c59badc96cd439911c7c42afd62e8cefa539853df2d36a549228d2b3,3,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:7:3:0,7,12,2dc02a7c59eb8279b7caa10022e6a9ee7c30c8d851b632515315806e1655bd75,0,prod,,unavailable:not_persisted_per_task,0,0-50,3,2,1,,,,,,,,,,
baseline,baseline:7:3:1,7,12,2dc02a7c59eb8279b7caa10022e6a9ee7c30c8d851b632515315806e1655bd75,1,prod,,unavailable:not_persisted_per_task,0,0-50,3,2,1,,,,,,,,,,
baseline,baseline:7:3:2,7,12,2dc02a7c59eb8279b7caa10022e6a9ee7c30c8d851b632515315806e1655bd75,2,prod,,unavailable:not_persisted_per_task,0,0-50,3,2,1,,,,,,,,,,
baseline,baseline:7:3:3,7,12,2dc02a7c59eb8279b7caa10022e6a9ee7c30c8d851b632515315806e1655bd75,3,prod,,unavailable:not_persisted_per_task,0,0-50,3,2,1,,,,,,,,,,
baseline,baseline:8:0:0,8,14,7b91df630c0a3b6d7232ae4564551cf7bc9db819af9738de06dcde9656fd2e2f,0,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:8:0:1,8,14,7b91df630c0a3b6d7232ae4564551cf7bc9db819af9738de06dcde9656fd2e2f,1,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:8:0:2,8,14,7b91df630c0a3b6d7232ae4564551cf7bc9db819af9738de06dcde9656fd2e2f,2,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:8:0:3,8,14,7b91df630c0a3b6d7232ae4564551cf7bc9db819af9738de06dcde9656fd2e2f,3,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:8:1:0,8,14,d93a68d31aa1ea6d12bc82e135e44340e9a1aaefd4cee134444746ecc9aee9ad,0,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:8:1:1,8,14,d93a68d31aa1ea6d12bc82e135e44340e9a1aaefd4cee134444746ecc9aee9ad,1,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:8:1:2,8,14,d93a68d31aa1ea6d12bc82e135e44340e9a1aaefd4cee134444746ecc9aee9ad,2,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:8:1:3,8,14,d93a68d31aa1ea6d12bc82e135e44340e9a1aaefd4cee134444746ecc9aee9ad,3,prod,,unavailable:not_persisted_per_task,0,0-50,1,2,1,,,,,,,,,,
baseline,baseline:8:2:0,8,14,3baf4e2bd66a078acfd02069635a7b0d09b8563a43d6f45285a80a90fd89f65d,0,prod,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:8:2:1,8,14,3baf4e2bd66a078acfd02069635a7b0d09b8563a43d6f45285a80a90fd89f65d,1,prod,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:8:2:2,8,14,3baf4e2bd66a078acfd02069635a7b0d09b8563a43d6f45285a80a90fd89f65d,2,prod,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:8:2:3,8,14,3baf4e2bd66a078acfd02069635a7b0d09b8563a43d6f45285a80a90fd89f65d,3,prod,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:8:3:0,8,14,91222818a1da2fe8a47421933d22debe4b2f1f314245e2250401666386d5c8f2,0,video,,unavailable:not_persisted_per_task,0,0-50,3,20,16,,,,,,,,,,
baseline,baseline:8:3:1,8,14,91222818a1da2fe8a47421933d22debe4b2f1f314245e2250401666386d5c8f2,1,video,,unavailable:not_persisted_per_task,0,0-50,3,20,16,,,,,,,,,,
baseline,baseline:8:3:2,8,14,91222818a1da2fe8a47421933d22debe4b2f1f314245e2250401666386d5c8f2,2,video,,unavailable:not_persisted_per_task,0,0-50,3,20,16,,,,,,,,,,
baseline,baseline:8:3:3,8,14,91222818a1da2fe8a47421933d22debe4b2f1f314245e2250401666386d5c8f2,3,video,,unavailable:not_persisted_per_task,0,0-50,3,20,16,,,,,,,,,,
baseline,baseline:13:0:0,13,24,f21147ce011ded372ed23ff948c8c9febbcf04908ad9980bf7326a7a79b4d75a,0,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:13:0:1,13,24,f21147ce011ded372ed23ff948c8c9febbcf04908ad9980bf7326a7a79b4d75a,1,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:13:0:2,13,24,f21147ce011ded372ed23ff948c8c9febbcf04908ad9980bf7326a7a79b4d75a,2,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:13:0:3,13,24,f21147ce011ded372ed23ff948c8c9febbcf04908ad9980bf7326a7a79b4d75a,3,ad,,unavailable:not_persisted_per_task,0,0-50,0,2,2,,,,,,,,,,
baseline,baseline:13:1:0,13,24,df56d595895f9d5702ca94a412652e644a2bb90b0068a8231c515b134347ea92,0,video,,unavailable:not_persisted_per_task,0,0-50,1,20,19,,,,,,,,,,
baseline,baseline:13:1:1,13,24,df56d595895f9d5702ca94a412652e644a2bb90b0068a8231c515b134347ea92,1,video,,unavailable:not_persisted_per_task,0,0-50,1,20,19,,,,,,,,,,
baseline,baseline:13:1:2,13,24,df56d595895f9d5702ca94a412652e644a2bb90b0068a8231c515b134347ea92,2,video,,unavailable:not_persisted_per_task,0,0-50,1,20,19,,,,,,,,,,
baseline,baseline:13:1:3,13,24,df56d595895f9d5702ca94a412652e644a2bb90b0068a8231c515b134347ea92,3,video,,unavailable:not_persisted_per_task,0,0-50,1,20,19,,,,,,,,,,
baseline,baseline:13:2:0,13,24,436ed21d23aa661c1944735d274c6a54512342a0b7167d270d3fba814174646a,0,video,,unavailable:not_persisted_per_task,0,0-50,2,20,15,,,,,,,,,,
baseline,baseline:13:2:1,13,24,436ed21d23aa661c1944735d274c6a54512342a0b7167d270d3fba814174646a,1,video,,unavailable:not_persisted_per_task,0,0-50,2,20,15,,,,,,,,,,
baseline,baseline:13:2:2,13,24,436ed21d23aa661c1944735d274c6a54512342a0b7167d270d3fba814174646a,2,video,,unavailable:not_persisted_per_task,0,0-50,2,20,15,,,,,,,,,,
baseline,baseline:13:2:3,13,24,436ed21d23aa661c1944735d274c6a54512342a0b7167d270d3fba814174646a,3,video,,unavailable:not_persisted_per_task,0,0-50,2,20,15,,,,,,,,,,
baseline,baseline:13:3:0,13,24,8c038e56a8d3589fb089fc68fe8ce98c479413dc9adbfa347b8f65bd4ce0f042,0,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:13:3:1,13,24,8c038e56a8d3589fb089fc68fe8ce98c479413dc9adbfa347b8f65bd4ce0f042,1,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:13:3:2,13,24,8c038e56a8d3589fb089fc68fe8ce98c479413dc9adbfa347b8f65bd4ce0f042,2,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:13:3:3,13,24,8c038e56a8d3589fb089fc68fe8ce98c479413dc9adbfa347b8f65bd4ce0f042,3,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:14:0:0,14,26,768f6c067ee824c6e2daa1bf3effcd87467620dd605dd26904dba5d201bb29ff,0,video,,unavailable:not_persisted_per_task,0,0-50,0,16,11,,,,,,,,,,
baseline,baseline:14:0:1,14,26,768f6c067ee824c6e2daa1bf3effcd87467620dd605dd26904dba5d201bb29ff,1,video,,unavailable:not_persisted_per_task,0,0-50,0,16,11,,,,,,,,,,
baseline,baseline:14:0:2,14,26,768f6c067ee824c6e2daa1bf3effcd87467620dd605dd26904dba5d201bb29ff,2,video,,unavailable:not_persisted_per_task,0,0-50,0,16,11,,,,,,,,,,
baseline,baseline:14:0:3,14,26,768f6c067ee824c6e2daa1bf3effcd87467620dd605dd26904dba5d201bb29ff,3,video,,unavailable:not_persisted_per_task,0,0-50,0,16,11,,,,,,,,,,
baseline,baseline:14:1:0,14,26,1f241d4a7631596056603f82d36bd1eb40232de9633cb36529f575a70b06c67d,0,ad,,unavailable:not_persisted_per_task,0,0-50,1,2,2,,,,,,,,,,
baseline,baseline:14:1:1,14,26,1f241d4a7631596056603f82d36bd1eb40232de9633cb36529f575a70b06c67d,1,ad,,unavailable:not_persisted_per_task,0,0-50,1,2,2,,,,,,,,,,
baseline,baseline:14:1:2,14,26,1f241d4a7631596056603f82d36bd1eb40232de9633cb36529f575a70b06c67d,2,ad,,unavailable:not_persisted_per_task,0,0-50,1,2,2,,,,,,,,,,
baseline,baseline:14:1:3,14,26,1f241d4a7631596056603f82d36bd1eb40232de9633cb36529f575a70b06c67d,3,ad,,unavailable:not_persisted_per_task,0,0-50,1,2,2,,,,,,,,,,
baseline,baseline:14:2:0,14,26,c1f50ad9c92dd5172e5ef8df6a294700caae29058fc66ff438dcddb87b14d178,0,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:14:2:1,14,26,c1f50ad9c92dd5172e5ef8df6a294700caae29058fc66ff438dcddb87b14d178,1,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:14:2:2,14,26,c1f50ad9c92dd5172e5ef8df6a294700caae29058fc66ff438dcddb87b14d178,2,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:14:2:3,14,26,c1f50ad9c92dd5172e5ef8df6a294700caae29058fc66ff438dcddb87b14d178,3,living,,unavailable:not_persisted_per_task,0,0-50,2,2,2,,,,,,,,,,
baseline,baseline:14:3:0,14,26,32f1216d748636d8d03dfb2f7a1bdbba4b2c7175e9a61255cb60f4447d0719e9,0,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:14:3:1,14,26,32f1216d748636d8d03dfb2f7a1bdbba4b2c7175e9a61255cb60f4447d0719e9,1,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:14:3:2,14,26,32f1216d748636d8d03dfb2f7a1bdbba4b2c7175e9a61255cb60f4447d0719e9,2,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:14:3:3,14,26,32f1216d748636d8d03dfb2f7a1bdbba4b2c7175e9a61255cb60f4447d0719e9,3,living,,unavailable:not_persisted_per_task,0,0-50,3,2,2,,,,,,,,,,
baseline,baseline:19:0:0,19,36,d05fa0bdabcdbfdf757af0e76860078cfe741d3f8aaf30d12263d4238eaec977,0,living,,unavailable:not_persisted_per_task,12,0-50,0,2,1,,,,,,,,,,
baseline,baseline:19:0:1,19,36,d05fa0bdabcdbfdf757af0e76860078cfe741d3f8aaf30d12263d4238eaec977,1,living,,unavailable:not_persisted_per_task,12,0-50,0,2,1,,,,,,,,,,
baseline,baseline:19:0:2,19,36,d05fa0bdabcdbfdf757af0e76860078cfe741d3f8aaf30d12263d4238eaec977,2,living,,unavailable:not_persisted_per_task,12,0-50,0,2,1,,,,,,,,,,
baseline,baseline:19:0:3,19,36,d05fa0bdabcdbfdf757af0e76860078cfe741d3f8aaf30d12263d4238eaec977,3,living,,unavailable:not_persisted_per_task,12,0-50,0,2,1,,,,,,,,,,
baseline,baseline:19:1:0,19,36,9596e234be106d47cc72469c7d6f369c3eb61bb3d70b077b03a75145722af102,0,prod,,unavailable:not_persisted_per_task,12,0-50,1,2,2,,,,,,,,,,
baseline,baseline:19:1:1,19,36,9596e234be106d47cc72469c7d6f369c3eb61bb3d70b077b03a75145722af102,1,prod,,unavailable:not_persisted_per_task,12,0-50,1,2,2,,,,,,,,,,
baseline,baseline:19:1:2,19,36,9596e234be106d47cc72469c7d6f369c3eb61bb3d70b077b03a75145722af102,2,prod,,unavailable:not_persisted_per_task,12,0-50,1,2,2,,,,,,,,,,
baseline,baseline:19:1:3,19,36,9596e234be106d47cc72469c7d6f369c3eb61bb3d70b077b03a75145722af102,3,prod,,unavailable:not_persisted_per_task,12,0-50,1,2,2,,,,,,,,,,
baseline,baseline:19:2:0,19,36,9c74573db99c6e434ffde6208164113e4f3f7b126d86e2f1ce3c10405744c5ff,0,living,,unavailable:not_persisted_per_task,12,0-50,2,2,2,,,,,,,,,,
baseline,baseline:19:2:1,19,36,9c74573db99c6e434ffde6208164113e4f3f7b126d86e2f1ce3c10405744c5ff,1,living,,unavailable:not_persisted_per_task,12,0-50,2,2,2,,,,,,,,,,
baseline,baseline:19:2:2,19,36,9c74573db99c6e434ffde6208164113e4f3f7b126d86e2f1ce3c10405744c5ff,2,living,,unavailable:not_persisted_per_task,12,0-50,2,2,2,,,,,,,,,,
